game,installations,rating,reviews,in_app_purchases_min,in_app_purchases_max,game1,installations1,rating1,reviews1,in_app_purchases_min1,in_app_purchases_max1,game2,installations2,rating2,reviews2,in_app_purchases_min2,in_app_purchases_max2,game3,installations3,rating3,reviews3,in_app_purchases_min3,in_app_purchases_max3,game_game,game_fin,installations_fin,rating_fin,reviews_fin,in_app_purchases_min_fin,in_app_purchases_max_fin,game4,installations4,rating4,reviews4,in_app_purchases_min4,in_app_purchases_max4
Magic Rampage,10000000,4.48,205.0,1.9,21.9,Magic Rampage,10000000.0,4.48,205.0,1.9,21.9,Magic Rampage,10000000.0,4.48,205.0,1.9,21.9,Magic Rampage,10000000.0,4.48,205.0,1.9,21.9,Magic Rampage,Magic Rampage,10000000,4,205,1.9,21.9,0,,0.0,0.0,0.0,0.0
Dumb Ways to Die 2: The Games,100000000,4.2824483,3308.0,0.81,4.4,Dumb Ways to Die 2: The Games,100000000.0,4.2824483,3308.0,0.81,4.4,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Dumb Ways to Die 2: The Games,Dumb Ways to Die 2: The Games,100000000,4,3308,0.81,4.4,Dumb Ways to Die 2: The Games,100000000.0,4.2824483,3308.0,0.81,4.4
Age of Apes,1000000,4.5,217.0,1.19,114.99,Age of Apes,1000000.0,4.5,217.0,1.19,114.99,Age of Apes,1000000.0,4.504673,217.0,1.19,114.99,0,,0.0,0.0,0.0,0.0,Age of Apes,Age of Apes,1000000,4,217,1.19,114.99,Age of Apes,1000000.0,4.504673,217.0,1.19,114.99
0,None,0.0,0.0,0.0,0.0,Trials Frontier,10000000.0,4.172131,1210.0,0.49,109.99,0,,0.0,0.0,0.0,0.0,Trials Frontier,10000000.0,4.172131,1210.0,0.49,109.99,[],Trials Frontier,10000000.0,4,1210,0.49,109.99,0,,0.0,0.0,0.0,0.0
Prince of Persia : Escape,5000000,4.1485147,222.0,3.49,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Prince of Persia : Escape,Prince of Persia : Escape,5000000,4,222,3.49,3.49,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Boulder Dash® 30th Anniversary,100000.0,4.3,41.0,0.73,109.99,Boulder Dash® 30th Anniversary,100000.0,4.3,41.0,0.73,109.99,Boulder Dash® 30th Anniversary,100000.0,4.3,41.0,0.73,109.99,[],Boulder Dash® 30th Anniversary,100000.0,4,41,0.73,109.99,0,,0.0,0.0,0.0,0.0
Hyperforma,1000000,4.64,56.0,0.69,4.99,Hyperforma,1000000.0,4.64,56.0,0.69,4.99,Hyperforma,1000000.0,4.64,56.0,0.69,4.99,0,,0.0,0.0,0.0,0.0,Hyperforma,Hyperforma,1000000,4,56,0.69,4.99,Hyperforma,1000000.0,4.64,56.0,0.69,4.99
Ice Age Adventures,50000000,4.0146523,1486.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,Ice Age Adventures,50000000.0,4.0146523,1486.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,Ice Age Adventures,Ice Age Adventures,50000000,4,1486,0.99,99.99,Ice Age Adventures,50000000.0,4.0146523,1486.0,0.99,99.99
Shadow of Death: Dark Knight,10000000,4.6923075,308.0,0.99,99.99,Shadow of Death: Dark Knight,10000000.0,4.6923075,308.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Shadow of Death: Dark Knight,Shadow of Death: Dark Knight,10000000,4,308,0.99,99.99,0,,0.0,0.0,0.0,0.0
Om Nom: Run,10000000,3.950495,90.0,0.99,29.99,Om Nom: Run,10000000.0,3.950495,90.0,0.99,29.99,Om Nom: Run,10000000.0,3.950495,90.0,0.99,29.99,0,,0.0,0.0,0.0,0.0,Om Nom: Run,Om Nom: Run,10000000,3,90,0.99,29.99,0,,0.0,0.0,0.0,0.0
Rayman Adventures,10000000,4.095238,1886.0,1.09,109.99,Rayman Adventures,10000000.0,4.095238,1886.0,1.09,109.99,0,,0.0,0.0,0.0,0.0,Rayman Adventures,10000000.0,4.095238,1886.0,1.09,109.99,Rayman Adventures,Rayman Adventures,10000000,4,1886,1.09,109.99,Rayman Adventures,10000000.0,4.095238,1886.0,1.09,109.99
Color Switch - Official,10000000,4.1977777,2126.0,1.09,8.49,Color Switch - Official,10000000.0,4.1977777,2126.0,1.09,8.49,0,,0.0,0.0,0.0,0.0,Color Switch - Official,10000000.0,4.1977777,2126.0,1.09,8.49,Color Switch - Official,Color Switch - Official,10000000,4,2126,1.09,8.49,0,,0.0,0.0,0.0,0.0
Catapult Quest,10000000,4.14,261.0,2.99,99.99,Catapult Quest,10000000.0,4.14,261.0,2.99,99.99,Catapult Quest,10000000.0,4.14,261.0,2.99,99.99,0,,0.0,0.0,0.0,0.0,Catapult Quest,Catapult Quest,10000000,4,261,2.99,99.99,Catapult Quest,10000000.0,4.14,261.0,2.99,99.99
0,None,0.0,0.0,0.0,0.0,Banana Kong,100000000.0,4.4959807,3483.0,0.89,26.99,Banana Kong,100000000.0,4.4959807,3483.0,0.89,26.99,0,,0.0,0.0,0.0,0.0,[],Banana Kong,100000000.0,4,3483,0.89,26.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Pineapple Pen,10000000.0,3.954717,1289.0,0.99,1.99,Pineapple Pen,10000000.0,3.954717,1289.0,0.99,1.99,0,,0.0,0.0,0.0,0.0,[],Pineapple Pen,10000000.0,3,1289,0.99,1.99,0,,0.0,0.0,0.0,0.0
Peggle Blast,10000000,3.2877698,349.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Peggle Blast,Peggle Blast,10000000,3,349,0.99,99.99,Peggle Blast,10000000.0,3.2877698,349.0,0.99,99.99
0,None,0.0,0.0,0.0,0.0,Sonic Forces - Running Battle,50000000.0,4.326425,1737.0,0.99,149.99,Sonic Forces - Running Battle,50000000.0,4.326425,1737.0,0.99,149.99,0,,0.0,0.0,0.0,0.0,[],Sonic Forces - Running Battle,50000000.0,4,1737,0.99,149.99,Sonic Forces - Running Battle,50000000.0,4.326425,1737.0,0.99,149.99
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Run Sausage Run!,100000000.0,3.8674033,911.0,0.8,8.0,0,,0.0,0.0,0.0,0.0,[],Run Sausage Run!,0,3,911,0.8,8.0,Run Sausage Run!,100000000.0,3.8674033,911.0,0.8,8.0
Tank 1990: Stars Battle Defense War Ace Hero,5000000,4.3333335,13.0,0.59,49.99,0,,0.0,0.0,0.0,0.0,Tank 1990: Stars Battle Defense War Ace Hero,5000000.0,4.3333335,13.0,0.59,49.99,Tank 1990: Stars Battle Defense War Ace Hero,5000000.0,4.3333335,13.0,0.59,49.99,Tank 1990: Stars Battle Defense War Ace Hero,Tank 1990: Stars Battle Defense War Ace Hero,5000000,4,13,0.59,49.99,Tank 1990: Stars Battle Defense War Ace Hero,5000000.0,4.3333335,13.0,0.59,49.99
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],0,0,0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0
Best Fiends - Match 3 Puzzles,50000000,4.5510564,3894.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,Best Fiends - Match 3 Puzzles,50000000.0,4.5510564,3894.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,Best Fiends - Match 3 Puzzles,Best Fiends - Match 3 Puzzles,50000000,4,3894,0.99,99.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Infinity Loop: Calm & Relaxing,10000000.0,4.4958677,1117.0,0.85,23.99,Infinity Loop: Calm & Relaxing,10000000.0,4.4958677,1117.0,0.85,23.99,[],Infinity Loop: Calm & Relaxing,0,4,1117,0.85,23.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Time Surfer,500000.0,4.233333,22.0,0.5,7.76,0,,0.0,0.0,0.0,0.0,[],Time Surfer,0,4,22,0.5,7.76,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Geometry Dash Meltdown,50000000.0,4.420677,2462.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],Geometry Dash Meltdown,50000000.0,4,2462,0.0,0.0,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Inside Out Thought Bubbles,10000000.0,4.141104,530.0,1.05,106.27,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],Inside Out Thought Bubbles,10000000.0,4,530,1.05,106.27,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,BADLAND,10000000.0,4.3420076,1037.0,0.99,3.99,[],BADLAND,0,4,1037,0.99,3.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Phantom of Opera,500000.0,4.7272725,9.0,0.89,27.99,Phantom of Opera,500000.0,4.7272725,9.0,0.89,27.99,[],Phantom of Opera,0,4,9,0.89,27.99,Phantom of Opera,500000.0,4.7272725,9.0,0.89,27.99
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],0,0,0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Soul Knight,50000000.0,4.416185,783.0,0.99,4.89,Soul Knight,50000000.0,4.416185,783.0,0.99,4.89,[],Soul Knight,0,4,783,0.99,4.89,0,,0.0,0.0,0.0,0.0
Clusterduck,1000000,4.4158416,143.0,0.99,2.09,Clusterduck,1000000.0,4.4158416,143.0,0.99,2.09,Clusterduck,1000000.0,4.4158416,143.0,0.99,2.09,0,,0.0,0.0,0.0,0.0,Clusterduck,Clusterduck,1000000,4,143,0.99,2.09,Clusterduck,1000000.0,4.4158416,143.0,0.99,2.09
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Poweramp Full Version Unlocker,5000000.0,4.12,428.0,0.0,0.0,Poweramp Full Version Unlocker,5000000.0,4.12,428.0,0.0,0.0,[],Poweramp Full Version Unlocker,0,4,428,0.0,0.0,Poweramp Full Version Unlocker,5000000.0,4.12,428.0,0.0,0.0
Troll Face Quest: TV Shows,10000000,4.49,393.0,2.39,3.59,0,,0.0,0.0,0.0,0.0,Troll Face Quest: TV Shows,10000000.0,4.49,393.0,2.39,3.59,0,,0.0,0.0,0.0,0.0,Troll Face Quest: TV Shows,Troll Face Quest: TV Shows,10000000,4,393,2.39,3.59,Troll Face Quest: TV Shows,10000000.0,4.49,393.0,2.39,3.59
0,None,0.0,0.0,0.0,0.0,King of Thieves,10000000.0,4.272271,2988.0,0.89,209.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],King of Thieves,10000000.0,4,2988,0.89,209.99,King of Thieves,10000000.0,4.272271,2988.0,0.89,209.99
Rumble Hockey,1000000,3.7380953,12.0,1.09,104.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Rumble Hockey,Rumble Hockey,1000000,3,12,1.09,104.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,The Arcade Rabbit,10000.0,0.0,0.0,0.99,4.19,0,,0.0,0.0,0.0,0.0,The Arcade Rabbit,10000.0,0.0,0.0,0.99,4.19,[],The Arcade Rabbit,10000.0,0,0,0.99,4.19,The Arcade Rabbit,10000.0,0.0,0.0,0.99,4.19
Trivia Crack 2,10000000,4.029703,1100.0,1.09,109.99,0,,0.0,0.0,0.0,0.0,Trivia Crack 2,10000000.0,4.029703,1100.0,1.09,109.99,0,,0.0,0.0,0.0,0.0,Trivia Crack 2,Trivia Crack 2,10000000,4,1100,1.09,109.99,Trivia Crack 2,10000000.0,4.029703,1100.0,1.09,109.99
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],Cover Orange,0,0,102,0.79,2.49,Cover Orange,1000000.0,4.64,102.0,0.79,2.49
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Go Plane,5000000.0,3.82,109.0,3.29,0.0,[],Go Plane,0,3,109,3.29,3.29,Go Plane,5000000.0,3.82,109.0,3.29,0.0
0,None,0.0,0.0,0.0,0.0,Swordigo,10000000.0,4.526549,524.0,1.79,2.39,Swordigo,10000000.0,4.526549,524.0,1.79,2.39,Swordigo,10000000.0,4.526549,524.0,1.79,2.39,[],Swordigo,10000000.0,4,524,1.79,2.39,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Sling Kong,10000000.0,4.4083695,3473.0,0.99,19.99,Sling Kong,10000000.0,4.4083695,3473.0,0.99,19.99,0,,0.0,0.0,0.0,0.0,[],Sling Kong,10000000.0,4,3473,0.99,19.99,0,,0.0,0.0,0.0,0.0
Zombie Harvest,10000000,4.06,37.0,0.89,17.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Zombie Harvest,Zombie Harvest,10000000,4,37,0.89,17.99,Zombie Harvest,10000000.0,4.06,37.0,0.89,17.99
Crazy Dino Park,10000000,4.6380367,712.0,1.09,104.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Crazy Dino Park,Crazy Dino Park,10000000,4,712,1.09,104.99,Crazy Dino Park,10000000.0,4.6380367,712.0,1.09,104.99
0,None,0.0,0.0,0.0,0.0,Angry Birds Journey,5000000.0,4.4666667,126.0,0.99,99.99,Angry Birds Journey,5000000.0,4.4666667,126.0,0.99,99.99,Angry Birds Journey,5000000.0,4.4666667,126.0,0.99,99.99,[],Angry Birds Journey,5000000.0,4,126,0.99,99.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Spartan Firefight,1000000.0,4.4473686,24.0,2.29,20.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],Spartan Firefight,1000000.0,4,24,2.29,20.99,Spartan Firefight,1000000.0,4.4473686,24.0,2.29,20.99
0,None,0.0,0.0,0.0,0.0,Mad Bullets: The Rail Shooter Arcade Game,1000000.0,4.07,127.0,1.09,44.99,0,,0.0,0.0,0.0,0.0,Mad Bullets: The Rail Shooter Arcade Game,1000000.0,4.07,127.0,1.09,44.99,[],Mad Bullets: The Rail Shooter Arcade Game,1000000.0,4,127,1.09,44.99,Mad Bullets: The Rail Shooter Arcade Game,1000000.0,4.07,127.0,1.09,44.99
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Diamond Quest: Don't Rush!,10000000.0,4.372549,108.0,1.09,109.99,Diamond Quest: Don't Rush!,10000000.0,4.372549,108.0,1.09,109.99,[],Diamond Quest: Don't Rush!,0,4,108,1.09,109.99,Diamond Quest: Don't Rush!,10000000.0,4.372549,108.0,1.09,109.99
0,None,0.0,0.0,0.0,0.0,Disneyland® Paris,1000000.0,3.5263157,435.0,0.0,0.0,Disneyland® Paris,1000000.0,3.5263157,435.0,0.0,0.0,Disneyland® Paris,1000000.0,3.5263157,435.0,0.0,0.0,[],Disneyland® Paris,1000000.0,3,435,0.0,0.0,Disneyland® Paris,1000000.0,3.5263157,435.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,Benji Bananas Adventures,10000000.0,4.346847,1024.0,0.89,0.0,Benji Bananas Adventures,10000000.0,4.346847,1024.0,0.89,0.0,Benji Bananas Adventures,10000000.0,4.346847,1024.0,0.89,0.0,[],Benji Bananas Adventures,10000000.0,4,1024,0.89,0.89,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,MUBI — Hand-picked Films,1000000.0,4.34,65.0,0.72,95.88,[],MUBI — Hand-picked Films,0,4,65,0.72,95.88,MUBI — Hand-picked Films,1000000.0,4.34,65.0,0.72,95.88
Walk Master,10000000,4.31,166.0,0.99,4.99,Walk Master,10000000.0,4.31,166.0,0.99,4.99,Walk Master,10000000.0,4.31,166.0,0.99,4.99,Walk Master,10000000.0,4.31,166.0,0.99,4.99,Walk Master,Walk Master,10000000,4,166,0.99,4.99,Walk Master,10000000.0,4.31,166.0,0.99,4.99
Looney Tunes™ World of Mayhem,10000000,4.3168316,850.0,0.79,323.79,Looney Tunes™ World of Mayhem,10000000.0,4.3168316,850.0,0.79,323.79,Looney Tunes™ World of Mayhem,10000000.0,4.3168316,850.0,0.79,323.79,0,,0.0,0.0,0.0,0.0,Looney Tunes™ World of Mayhem,Looney Tunes™ World of Mayhem,10000000,4,850,0.79,323.79,Looney Tunes™ World of Mayhem,10000000.0,4.3168316,850.0,0.79,323.79
Dumb Ways JR Madcap's Plane,1000,0.0,0.0,0.0,0.0,Dumb Ways JR Madcap's Plane,1000.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Dumb Ways JR Madcap's Plane,Dumb Ways JR Madcap's Plane,1000,0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0
Linedoku - Logic Puzzle Games,5000000,4.28,107.0,1.19,23.99,0,,0.0,0.0,0.0,0.0,Linedoku - Logic Puzzle Games,5000000.0,4.28,107.0,1.19,23.99,Linedoku - Logic Puzzle Games,5000000.0,4.28,107.0,1.19,23.99,Linedoku - Logic Puzzle Games,Linedoku - Logic Puzzle Games,5000000,4,107,1.19,23.99,0,,0.0,0.0,0.0,0.0
Boom Slingers,1000000,4.04,168.0,1.29,23.99,Boom Slingers,1000000.0,4.04,168.0,1.29,23.99,Boom Slingers,1000000.0,4.04,168.0,1.29,23.99,Boom Slingers,1000000.0,4.04,168.0,1.29,23.99,Boom Slingers,Boom Slingers,1000000,4,168,1.29,23.99,Boom Slingers,1000000.0,4.04,168.0,1.29,23.99
Blackmoor 2: Action Platformer,1000000,4.01,53.0,0.89,4.49,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Blackmoor 2: Action Platformer,Blackmoor 2: Action Platformer,1000000,4,53,0.89,4.49,0,,0.0,0.0,0.0,0.0
Apple Knight: Action Platformer,5000000,4.56,116.0,1.09,49.99,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Apple Knight: Action Platformer,Apple Knight: Action Platformer,5000000,4,116,1.09,49.99,0,,0.0,0.0,0.0,0.0
Go Escape!,10000000,4.140496,713.0,3.19,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Go Escape!,10000000.0,4.140496,713.0,3.19,0.0,Go Escape!,Go Escape!,10000000,4,713,3.19,3.19,Go Escape!,10000000.0,4.140496,713.0,3.19,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,SNOW BROS. classic,5000000.0,3.8666666,4.0,2.99,99.99,[],SNOW BROS. classic,0,3,4,2.99,99.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Mind games - Offline games,100000.0,0.0,0.0,0.59,2.99,[],Mind games - Offline games,0,0,0,0.59,2.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,Candies 'n Curses,1000000.0,4.5148516,49.0,2.19,21.99,Candies 'n Curses,1000000.0,4.5148516,49.0,2.19,21.99,[],Candies 'n Curses,0,4,49,2.19,21.99,Candies 'n Curses,1000000.0,4.5148516,49.0,2.19,21.99
0,None,0.0,0.0,0.0,0.0,Knife Hit,100000000.0,4.147321,2113.0,2.09,19.99,Knife Hit,100000000.0,4.147321,2113.0,2.09,19.99,Knife Hit,100000000.0,4.147321,2113.0,2.09,19.99,[],Knife Hit,100000000.0,4,2113,2.09,19.99,Knife Hit,100000000.0,4.147321,2113.0,2.09,19.99
0,None,0.0,0.0,0.0,0.0,Super Machino go: world adventure game,10000000.0,4.2,21.0,1.09,21.99,Super Machino go: world adventure game,10000000.0,4.2,21.0,1.09,21.99,Super Machino go: world adventure game,10000000.0,4.2,21.0,1.09,21.99,[],Super Machino go: world adventure game,10000000.0,4,21,1.09,21.99,Super Machino go: world adventure game,10000000.0,4.2,21.0,1.09,21.99
0,None,0.0,0.0,0.0,0.0,Cookies Must Die,1000000.0,4.340206,34.0,1.39,69.99,Cookies Must Die,1000000.0,4.340206,34.0,1.39,69.99,Cookies Must Die,1000000.0,4.340206,34.0,1.39,69.99,[],Cookies Must Die,1000000.0,4,34,1.39,69.99,0,,0.0,0.0,0.0,0.0
Top Run: Retro Pixel Adventure,100000,5.0,5.0,1.09,10.99,Top Run: Retro Pixel Adventure,100000.0,5.0,5.0,1.09,10.99,0,,0.0,0.0,0.0,0.0,Top Run: Retro Pixel Adventure,100000.0,5.0,5.0,1.09,10.99,Top Run: Retro Pixel Adventure,Top Run: Retro Pixel Adventure,100000,5,5,1.09,10.99,0,,0.0,0.0,0.0,0.0
0,None,0.0,0.0,0.0,0.0,hocus.,10000000.0,4.398496,497.0,0.59,0.0,0,,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,[],hocus.,10000000.0,4,497,0.59,0.59,hocus.,10000000.0,4.398496,497.0,0.59,0.0
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",10000000,3.71,233.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",10000000.0,3.71,233.0,0.99,99.99,0,,0.0,0.0,0.0,0.0,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing","MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",10000000,3,233,0.99,99.99,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",10000000.0,3.71,233.0,0.99,99.99
Mega Shooter: Infinity Space War (Galaxy Heroes),1000000,4.2222223,5.0,1.99,39.99,Mega Shooter: Infinity Space War (Galaxy Heroes),1000000.0,4.2222223,5.0,1.99,39.99,Mega Shooter: Infinity Space War (Galaxy Heroes),1000000.0,4.2222223,5.0,1.99,39.99,Mega Shooter: Infinity Space War (Galaxy Heroes),1000000.0,4.2222223,5.0,1.99,39.99,Mega Shooter: Infinity Space War (Galaxy Heroes),Mega Shooter: Infinity Space War (Galaxy Heroes),1000000,4,5,1.99,39.99,Mega Shooter: Infinity Space War (Galaxy Heroes),1000000.0,4.2222223,5.0,1.99,39.99
Antarctica 88: Scary Action Adventure Horror Game,5000000,4.3,84.0,0.59,8.99,0,,0.0,0.0,0.0,0.0,Antarctica 88: Scary Action Adventure Horror Game,5000000.0,4.3,84.0,0.59,8.99,Antarctica 88: Scary Action Adventure Horror Game,5000000.0,4.3,84.0,0.59,8.99,Antarctica 88: Scary Action Adventure Horror Game,Antarctica 88: Scary Action Adventure Horror Game,5000000,4,84,0.59,8.99,0,,0.0,0.0,0.0,0.0
Fruit Ninja Classic,1000000,4.25,140.0,0.99,49.99,Fruit Ninja Classic,1000000.0,4.25,140.0,0.99,49.99,0,,0.0,0.0,0.0,0.0,Fruit Ninja Classic,1000000.0,4.25,140.0,0.99,49.99,Fruit Ninja Classic,Fruit Ninja Classic,1000000,4,140,0.99,49.99,0,,0.0,0.0,0.0,0.0
